,Country,Sex,Age,SuicidePer100k,HDIScore,EmploymentToPopulationRatio,GDP,GDPPerCapita,GiniIndex,LogGDPPerCapita,LogGDP,SexIndex,AgeIndex,rawFeatures,indexedFeatures,prediction
565,Barbados,1,15,0.0,0.778,60.88700104,4250500000.0,15494.16941,38.62148387096775,9.648219065041975,22.170302460021688,0.0,2.0,"[0.778,60.88700104,9.648219065041975,22.170302460021688,38.62148387096775,0.0,2.0]","[0.778,60.88700104,9.648219065041975,22.170302460021688,38.62148387096775,0.0,2.0]",0.5082433286158812
566,Barbados,1,15,0.0,0.796,63.36800003,4850000000.0,17402.22461,38.62148387096775,9.764353328179784,22.302244541895803,0.0,2.0,"[0.796,63.36800003,9.764353328179784,22.302244541895803,38.62148387096775,0.0,2.0]","[0.796,63.36800003,9.764353328179784,22.302244541895803,38.62148387096775,0.0,2.0]",0.7740179063059465
567,Barbados,1,15,0.0,0.812,59.17300034,4416000000.0,15533.10634,38.62148387096775,9.650728918034131,22.208500145921207,0.0,2.0,"[0.812,59.17300034,9.650728918034131,22.208500145921207,38.62148387096775,0.0,2.0]","[0.812,59.17300034,9.650728918034131,22.208500145921207,38.62148387096775,0.0,2.0]",0.5082433286158812
568,Barbados,1,25,0.0,0.747,56.22200012,3571000000.0,13427.08353,38.62148387096775,9.505029105100501,21.996111505558723,0.0,3.0,"[0.747,56.22200012,9.505029105100501,21.996111505558723,38.62148387096775,0.0,3.0]","[0.747,56.22200012,9.505029105100501,21.996111505558723,38.62148387096775,0.0,3.0]",2.545254919639116
569,Barbados,1,25,0.0,0.77,61.61899948,4127500000.0,15146.78899,38.62148387096775,9.625543840618608,22.14093773375856,0.0,3.0,"[0.77,61.61899948,9.625543840618608,22.14093773375856,38.62148387096775,0.0,3.0]","[0.77,61.61899948,9.625543840618608,22.14093773375856,38.62148387096775,0.0,3.0]",0.5082433286158812
570,Barbados,1,25,0.0,0.778,60.88700104,4250500000.0,15494.16941,38.62148387096775,9.648219065041975,22.170302460021688,0.0,3.0,"[0.778,60.88700104,9.648219065041975,22.170302460021688,38.62148387096775,0.0,3.0]","[0.778,60.88700104,9.648219065041975,22.170302460021688,38.62148387096775,0.0,3.0]",0.5082433286158812
571,Barbados,1,25,0.0,0.786,62.63000107,4481000000.0,16216.52921,38.62148387096775,9.693786322651125,22.223112072750418,0.0,3.0,"[0.786,62.63000107,9.693786322651125,22.223112072750418,38.62148387096775,0.0,3.0]","[0.786,62.63000107,9.693786322651125,22.223112072750418,38.62148387096775,0.0,3.0]",0.5082433286158812
572,Barbados,1,25,0.0,0.791,62.68600082,4745500000.0,17102.31839,38.62148387096775,9.746969311663408,22.28046263753482,0.0,3.0,"[0.791,62.68600082,9.746969311663408,22.28046263753482,38.62148387096775,0.0,3.0]","[0.791,62.68600082,9.746969311663408,22.28046263753482,38.62148387096775,0.0,3.0]",0.7740179063059465
573,Barbados,1,25,0.0,0.799,62.61899948,4884000000.0,17446.22177,38.62148387096775,9.76687838670877,22.30923039319487,0.0,3.0,"[0.799,62.61899948,9.76687838670877,22.30923039319487,38.62148387096775,0.0,3.0]","[0.799,62.61899948,9.76687838670877,22.30923039319487,38.62148387096775,0.0,3.0]",-0.05984965995117697
574,Barbados,1,25,0.0,0.802,59.73600006,4499500000.0,15900.02368,38.62148387096775,9.67407587751539,22.227232116438277,0.0,3.0,"[0.802,59.73600006,9.67407587751539,22.227232116438277,38.62148387096775,0.0,3.0]","[0.802,59.73600006,9.67407587751539,22.227232116438277,38.62148387096775,0.0,3.0]",0.5082433286158812
575,Barbados,1,25,4.166666666666667,0.733,52.57699966,3404500000.0,12950.48044,38.62148387096775,9.468888166053409,21.948363922887296,0.0,3.0,"[0.733,52.57699966,9.468888166053409,21.948363922887296,38.62148387096775,0.0,3.0]","[0.733,52.57699966,9.468888166053409,21.948363922887296,38.62148387096775,0.0,3.0]",2.8470891905595157
576,Barbados,1,35,0.0,0.791,62.68600082,4745500000.0,17102.31839,38.62148387096775,9.746969311663408,22.28046263753482,0.0,5.0,"[0.791,62.68600082,9.746969311663408,22.28046263753482,38.62148387096775,0.0,5.0]","[0.791,62.68600082,9.746969311663408,22.28046263753482,38.62148387096775,0.0,5.0]",1.2586130284492438
577,Barbados,1,35,0.0,0.796,63.36800003,4850000000.0,17402.22461,38.62148387096775,9.764353328179784,22.302244541895803,0.0,5.0,"[0.796,63.36800003,9.764353328179784,22.302244541895803,38.62148387096775,0.0,5.0]","[0.796,63.36800003,9.764353328179784,22.302244541895803,38.62148387096775,0.0,5.0]",1.2586130284492438
578,Barbados,1,35,0.0,0.799,60.16400146,4530000000.0,16056.37098,38.62148387096775,9.683860995590415,22.233987776441353,0.0,5.0,"[0.799,60.16400146,9.683860995590415,22.233987776441353,38.62148387096775,0.0,5.0]","[0.799,60.16400146,9.683860995590415,22.233987776441353,38.62148387096775,0.0,5.0]",-0.14375941394685088
579,Barbados,1,35,0.0,0.802,59.73600006,4499500000.0,15900.02368,38.62148387096775,9.67407587751539,22.227232116438277,0.0,5.0,"[0.802,59.73600006,9.67407587751539,22.227232116438277,38.62148387096775,0.0,5.0]","[0.802,59.73600006,9.67407587751539,22.227232116438277,38.62148387096775,0.0,5.0]",-0.14375941394685088
580,Barbados,1,35,0.0,0.812,59.17300034,4416000000.0,15533.10634,38.62148387096775,9.650728918034131,22.208500145921207,0.0,5.0,"[0.812,59.17300034,9.650728918034131,22.208500145921207,38.62148387096775,0.0,5.0]","[0.812,59.17300034,9.650728918034131,22.208500145921207,38.62148387096775,0.0,5.0]",-0.14375941394685088
581,Barbados,1,35,2.3106428208327556,0.799,62.61899948,4884000000.0,17446.22177,38.62148387096775,9.76687838670877,22.30923039319487,0.0,5.0,"[0.799,62.61899948,9.76687838670877,22.30923039319487,38.62148387096775,0.0,5.0]","[0.799,62.61899948,9.76687838670877,22.30923039319487,38.62148387096775,0.0,5.0]",1.0328624705992622
582,Barbados,1,55,0.0,0.77,61.61899948,4127500000.0,15146.78899,38.62148387096775,9.625543840618608,22.14093773375856,0.0,4.0,"[0.77,61.61899948,9.625543840618608,22.14093773375856,38.62148387096775,0.0,4.0]","[0.77,61.61899948,9.625543840618608,22.14093773375856,38.62148387096775,0.0,4.0]",6.997741328582003
583,Barbados,1,55,0.0,0.771,61.94900131,4227500000.0,15570.04217,38.62148387096775,9.653103973237993,22.16487663873701,0.0,4.0,"[0.771,61.94900131,9.653103973237993,22.16487663873701,38.62148387096775,0.0,4.0]","[0.771,61.94900131,9.653103973237993,22.16487663873701,38.62148387096775,0.0,4.0]",6.997741328582003
584,Barbados,1,55,0.0,0.774,61.3219986,4160000000.0,15214.4098,38.62148387096775,9.629998270911589,22.148780911219582,0.0,4.0,"[0.774,61.3219986,9.629998270911589,22.148780911219582,38.62148387096775,0.0,4.0]","[0.774,61.3219986,9.629998270911589,22.148780911219582,38.62148387096775,0.0,4.0]",-0.8121003522391218
585,Barbados,1,55,0.0,0.791,62.68600082,4745500000.0,17102.31839,38.62148387096775,9.746969311663408,22.28046263753482,0.0,4.0,"[0.791,62.68600082,9.746969311663408,22.28046263753482,38.62148387096775,0.0,4.0]","[0.791,62.68600082,9.746969311663408,22.28046263753482,38.62148387096775,0.0,4.0]",0.3036039734805187
586,Barbados,1,55,0.0,0.796,63.36800003,4850000000.0,17402.22461,38.62148387096775,9.764353328179784,22.302244541895803,0.0,4.0,"[0.796,63.36800003,9.764353328179784,22.302244541895803,38.62148387096775,0.0,4.0]","[0.796,63.36800003,9.764353328179784,22.302244541895803,38.62148387096775,0.0,4.0]",0.3036039734805187
587,Barbados,1,55,0.0,0.801,61.0320015,4636000000.0,16492.1168,38.62148387096775,9.710637776023395,22.257117762423917,0.0,4.0,"[0.801,61.0320015,9.710637776023395,22.257117762423917,38.62148387096775,0.0,4.0]","[0.801,61.0320015,9.710637776023395,22.257117762423917,38.62148387096775,0.0,4.0]",-0.6390558300428327
588,Barbados,1,55,0.0,0.802,59.73600006,4499500000.0,15900.02368,38.62148387096775,9.67407587751539,22.227232116438277,0.0,4.0,"[0.802,59.73600006,9.67407587751539,22.227232116438277,38.62148387096775,0.0,4.0]","[0.802,59.73600006,9.67407587751539,22.227232116438277,38.62148387096775,0.0,4.0]",-0.27629517777678875
589,Barbados,1,55,0.0,0.812,59.17300034,4416000000.0,15533.10634,38.62148387096775,9.650728918034131,22.208500145921207,0.0,4.0,"[0.812,59.17300034,9.650728918034131,22.208500145921207,38.62148387096775,0.0,4.0]","[0.812,59.17300034,9.650728918034131,22.208500145921207,38.62148387096775,0.0,4.0]",-0.27629517777678875
590,Barbados,1,55,5.0,0.733,52.57699966,3404500000.0,12950.48044,38.62148387096775,9.468888166053409,21.948363922887296,0.0,4.0,"[0.733,52.57699966,9.468888166053409,21.948363922887296,38.62148387096775,0.0,4.0]","[0.733,52.57699966,9.468888166053409,21.948363922887296,38.62148387096775,0.0,4.0]",6.259160317044434
591,Barbados,1,55,14.999999999999998,0.733,53.26800156,3610000000.0,13783.62383,38.62148387096775,9.531236487498756,22.0069736092912,0.0,4.0,"[0.733,53.26800156,9.531236487498756,22.0069736092912,38.62148387096775,0.0,4.0]","[0.733,53.26800156,9.531236487498756,22.0069736092912,38.62148387096775,0.0,4.0]",6.259160317044434
592,Barbados,1,75,0.0,0.733,52.57699966,3404500000.0,12950.48044,38.62148387096775,9.468888166053409,21.948363922887296,0.0,0.0,"[0.733,52.57699966,9.468888166053409,21.948363922887296,38.62148387096775,0.0,0.0]","[0.733,52.57699966,9.468888166053409,21.948363922887296,38.62148387096775,0.0,0.0]",6.259160317044434
593,Barbados,1,75,0.0,0.747,56.22200012,3571000000.0,13427.08353,38.62148387096775,9.505029105100501,21.996111505558723,0.0,0.0,"[0.747,56.22200012,9.505029105100501,21.996111505558723,38.62148387096775,0.0,0.0]","[0.747,56.22200012,9.505029105100501,21.996111505558723,38.62148387096775,0.0,0.0]",5.992380036969609
594,Barbados,1,75,0.0,0.791,62.68600082,4745500000.0,17102.31839,38.62148387096775,9.746969311663408,22.28046263753482,0.0,0.0,"[0.791,62.68600082,9.746969311663408,22.28046263753482,38.62148387096775,0.0,0.0]","[0.791,62.68600082,9.746969311663408,22.28046263753482,38.62148387096775,0.0,0.0]",-1.0066021734090955
595,Barbados,1,75,0.0,0.796,63.36800003,4850000000.0,17402.22461,38.62148387096775,9.764353328179784,22.302244541895803,0.0,0.0,"[0.796,63.36800003,9.764353328179784,22.302244541895803,38.62148387096775,0.0,0.0]","[0.796,63.36800003,9.764353328179784,22.302244541895803,38.62148387096775,0.0,0.0]",-1.6240974985664693
596,Barbados,1,75,0.0,0.799,60.16400146,4530000000.0,16056.37098,38.62148387096775,9.683860995590415,22.233987776441353,0.0,0.0,"[0.799,60.16400146,9.683860995590415,22.233987776441353,38.62148387096775,0.0,0.0]","[0.799,60.16400146,9.683860995590415,22.233987776441353,38.62148387096775,0.0,0.0]",-1.9846479268133468
597,Barbados,1,75,0.0,0.799,62.61899948,4884000000.0,17446.22177,38.62148387096775,9.76687838670877,22.30923039319487,0.0,0.0,"[0.799,62.61899948,9.76687838670877,22.30923039319487,38.62148387096775,0.0,0.0]","[0.799,62.61899948,9.76687838670877,22.30923039319487,38.62148387096775,0.0,0.0]",-1.0066021734090955
598,Barbados,1,75,0.0,0.801,61.0320015,4636000000.0,16492.1168,38.62148387096775,9.710637776023395,22.257117762423917,0.0,0.0,"[0.801,61.0320015,9.710637776023395,22.257117762423917,38.62148387096775,0.0,0.0]","[0.801,61.0320015,9.710637776023395,22.257117762423917,38.62148387096775,0.0,0.0]",-0.4943045863269617
599,Belarus,0,5,0.9888751545117428,0.667,48.77199936,23635463450.0,2336.212657,38.62148387096775,7.75628637447937,23.886014109630633,1.0,1.0,"[0.667,48.77199936,7.75628637447937,23.886014109630633,38.62148387096775,1.0,1.0]","[0.667,48.77199936,7.75628637447937,23.886014109630633,38.62148387096775,1.0,1.0]",2.3955666913311933
600,Belarus,0,5,1.0132995566814438,-0.4046333333333332,57.6225362242226,31609653426.0,3102.331281,38.62148387096775,8.039909133972309,24.176728399051825,1.0,1.0,"[-0.4046333333333332,57.6225362242226,8.039909133972309,24.176728399051825,38.62148387096775,1.0,1.0]","[-0.4046333333333332,57.6225362242226,8.039909133972309,24.176728399051825,38.62148387096775,1.0,1.0]",-0.08867461235969762
601,Belarus,0,5,1.0815534568611587,0.792,59.1629982,57222490769.0,6029.3968,28.6,8.704402251550084,24.7702128533134,1.0,1.0,"[0.792,59.1629982,8.704402251550084,24.7702128533134,28.6,1.0,1.0]","[0.792,59.1629982,8.704402251550084,24.7702128533134,28.6,1.0,1.0]",2.7481149498164426
602,Belarus,0,5,1.5820859194353172,0.661,44.58800125,21216752516.0,2088.263043,38.62148387096775,7.644087919516187,23.77805691958932,1.0,1.0,"[0.661,44.58800125,7.644087919516187,23.77805691958932,38.62148387096775,1.0,1.0]","[0.661,44.58800125,7.644087919516187,23.77805691958932,38.62148387096775,1.0,1.0]",4.922459319216565
603,Belarus,0,5,1.7335314512134719,-0.4046333333333332,59.22399902,31230338985.0,3063.600057,38.62148387096775,8.027345992641001,24.164655862649347,1.0,1.0,"[-0.4046333333333332,59.22399902,8.027345992641001,24.164655862649347,38.62148387096775,1.0,1.0]","[-0.4046333333333332,59.22399902,8.027345992641001,24.164655862649347,38.62148387096775,1.0,1.0]",-0.08867461235969762
604,Belarus,0,5,2.156980227681246,-0.4046333333333332,54.15000153,26086576310.0,2547.766023,38.62148387096775,7.842972184767626,23.98468670134386,1.0,1.0,"[-0.4046333333333332,54.15000153,7.842972184767626,23.98468670134386,38.62148387096775,1.0,1.0]","[-0.4046333333333332,54.15000153,7.842972184767626,23.98468670134386,38.62148387096775,1.0,1.0]",0.7360527376913242
605,Belarus,0,5,2.174697825737114,0.798,59.5,60300321143.0,6365.378053,27.2,8.758628904828601,24.82260326641993,1.0,1.0,"[0.798,59.5,8.758628904828601,24.82260326641993,27.2,1.0,1.0]","[0.798,59.5,8.758628904828601,24.82260326641993,27.2,1.0,1.0]",1.8592237737727384
606,Belarus,0,5,2.4946877824867046,0.689,52.7120018,29352914216.0,2956.415305,30.6,7.9917327678016745,24.102657670148307,1.0,1.0,"[0.689,52.7120018,7.9917327678016745,24.102657670148307,30.6,1.0,1.0]","[0.689,52.7120018,7.9917327678016745,24.102657670148307,30.6,1.0,1.0]",2.4794082201542946
607,Belarus,0,5,2.9392117568470275,0.676,51.25099945,26491948709.0,2642.130343,31.7,7.879340818838846,24.000106701473356,1.0,1.0,"[0.676,51.25099945,7.879340818838846,24.000106701473356,31.7,1.0,1.0]","[0.676,51.25099945,7.879340818838846,24.000106701473356,31.7,1.0,1.0]",1.861718638309371
608,Belarus,0,15,18.779342723004696,-0.4046333333333332,57.6225362242226,31609653426.0,3102.331281,38.62148387096775,8.039909133972309,24.176728399051825,1.0,2.0,"[-0.4046333333333332,57.6225362242226,8.039909133972309,24.176728399051825,38.62148387096775,1.0,2.0]","[-0.4046333333333332,57.6225362242226,8.039909133972309,24.176728399051825,38.62148387096775,1.0,2.0]",16.502227923870738
609,Belarus,0,15,20.454870547847232,-0.4046333333333332,59.22399902,31230338985.0,3063.600057,38.62148387096775,8.027345992641001,24.164655862649347,1.0,2.0,"[-0.4046333333333332,59.22399902,8.027345992641001,24.164655862649347,38.62148387096775,1.0,2.0]","[-0.4046333333333332,59.22399902,8.027345992641001,24.164655862649347,38.62148387096775,1.0,2.0]",16.502227923870738
610,Belarus,0,15,23.419864559819413,-0.4046333333333332,57.51100159,28232226006.0,2763.530345,38.62148387096775,7.924264251853523,24.06372992860046,1.0,2.0,"[-0.4046333333333332,57.51100159,7.924264251853523,24.06372992860046,38.62148387096775,1.0,2.0]","[-0.4046333333333332,57.51100159,7.924264251853523,24.06372992860046,38.62148387096775,1.0,2.0]",16.502227923870738
611,Belarus,0,15,23.78765010827482,0.808,60.04999924,61932974221.0,6542.678412,26.6,8.786101903730618,24.849318576272015,1.0,2.0,"[0.808,60.04999924,8.786101903730618,24.849318576272015,26.6,1.0,2.0]","[0.808,60.04999924,8.786101903730618,24.849318576272015,26.6,1.0,2.0]",17.611172580664697
612,Belarus,0,15,28.579205225911814,0.656,48.63800049,20638863382.0,2024.608925,38.62148387096775,7.613131837433113,23.750441707341885,1.0,2.0,"[0.656,48.63800049,7.613131837433113,23.750441707341885,38.62148387096775,1.0,2.0]","[0.656,48.63800049,7.613131837433113,23.750441707341885,38.62148387096775,1.0,2.0]",10.684888160161876
613,Belarus,0,15,33.914735528653004,0.792,59.1629982,57222490769.0,6029.3968,28.6,8.704402251550084,24.7702128533134,1.0,2.0,"[0.792,59.1629982,8.704402251550084,24.7702128533134,28.6,1.0,2.0]","[0.792,59.1629982,8.704402251550084,24.7702128533134,28.6,1.0,2.0]",21.78246496736011
614,Belarus,0,15,37.6294742362659,0.671,50.54000092,25620840352.0,2544.5268,32.0,7.841699978494545,23.966671933501583,1.0,2.0,"[0.671,50.54000092,7.841699978494545,23.966671933501583,32.0,1.0,2.0]","[0.671,50.54000092,7.841699978494545,23.966671933501583,32.0,1.0,2.0]",25.803303637233277
615,Belarus,0,75,60.434372049102926,-0.4046333333333332,54.15000153,26086576310.0,2547.766023,38.62148387096775,7.842972184767626,23.98468670134386,1.0,0.0,"[-0.4046333333333332,54.15000153,7.842972184767626,23.98468670134386,38.62148387096775,1.0,0.0]","[-0.4046333333333332,54.15000153,7.842972184767626,23.98468670134386,38.62148387096775,1.0,0.0]",20.306788181318268
616,Belarus,0,75,73.8033524434814,0.808,60.04999924,61932974221.0,6542.678412,26.6,8.786101903730618,24.849318576272015,1.0,0.0,"[0.808,60.04999924,8.786101903730618,24.849318576272015,26.6,1.0,0.0]","[0.808,60.04999924,8.786101903730618,24.849318576272015,26.6,1.0,0.0]",53.947193903550506
617,Belarus,1,5,0.25533001404315075,0.667,48.77199936,23635463450.0,2336.212657,38.62148387096775,7.75628637447937,23.886014109630633,0.0,1.0,"[0.667,48.77199936,7.75628637447937,23.886014109630633,38.62148387096775,0.0,1.0]","[0.667,48.77199936,7.75628637447937,23.886014109630633,38.62148387096775,0.0,1.0]",1.4624172843413585
618,Belarus,1,5,0.6566850538481743,0.671,50.54000092,25620840352.0,2544.5268,32.0,7.841699978494545,23.966671933501583,0.0,1.0,"[0.671,50.54000092,7.841699978494545,23.966671933501583,32.0,0.0,1.0]","[0.671,50.54000092,7.841699978494545,23.966671933501583,32.0,0.0,1.0]",1.6795015089859404
619,Belarus,1,5,0.6706548273734474,0.784,58.77899933,53082941364.0,5583.701855,27.7,8.62760725028754,24.695121458665636,0.0,1.0,"[0.784,58.77899933,8.62760725028754,24.695121458665636,27.7,0.0,1.0]","[0.784,58.77899933,8.62760725028754,24.695121458665636,27.7,0.0,1.0]",1.520185537647205
620,Belarus,1,5,0.8198253444086271,0.696,53.37900162,30833847252.0,3125.40644,30.3,8.047319614513329,24.15187886029021,0.0,1.0,"[0.696,53.37900162,8.047319614513329,24.15187886029021,30.3,0.0,1.0]","[0.696,53.37900162,8.047319614513329,24.15187886029021,30.3,0.0,1.0]",1.7879929483749022
621,Belarus,1,5,0.8784515826769347,0.682,52.0019989,28028482646.0,2808.574949,31.2,7.940432498103858,24.056487067443438,0.0,1.0,"[0.682,52.0019989,7.940432498103858,24.056487067443438,31.2,0.0,1.0]","[0.682,52.0019989,7.940432498103858,24.056487067443438,31.2,0.0,1.0]",1.6795015089859404
622,Belarus,1,5,1.3178124313639359,0.811,60.28900146,63002175708.0,6649.649328,27.2,8.802319399627907,24.866435097789243,0.0,1.0,"[0.811,60.28900146,8.802319399627907,24.866435097789243,27.2,0.0,1.0]","[0.811,60.28900146,8.802319399627907,24.866435097789243,27.2,0.0,1.0]",1.4914082446674934
623,Belarus,1,15,3.3970276008492566,-0.4046333333333332,57.6225362242226,31609653426.0,3102.331281,38.62148387096775,8.039909133972309,24.176728399051825,0.0,2.0,"[-0.4046333333333332,57.6225362242226,8.039909133972309,24.176728399051825,38.62148387096775,0.0,2.0]","[-0.4046333333333332,57.6225362242226,8.039909133972309,24.176728399051825,38.62148387096775,0.0,2.0]",4.328533330194457
624,Belarus,1,15,4.683603095861646,0.689,52.7120018,29352914216.0,2956.415305,30.6,7.9917327678016745,24.102657670148307,0.0,2.0,"[0.689,52.7120018,7.9917327678016745,24.102657670148307,30.6,0.0,2.0]","[0.689,52.7120018,7.9917327678016745,24.102657670148307,30.6,0.0,2.0]",5.971144914713946
625,Belarus,1,15,4.8166797715071255,0.756,57.34999847,48073493773.0,5028.106902,29.6,8.522798830820635,24.595996797155603,0.0,2.0,"[0.756,57.34999847,8.522798830820635,24.595996797155603,29.6,0.0,2.0]","[0.756,57.34999847,8.522798830820635,24.595996797155603,29.6,0.0,2.0]",4.618881734054874
626,Belarus,1,15,5.829943094685881,0.704,54.10300064,33005534487.0,3369.029306,28.8,8.122379942092376,24.219941096078124,0.0,2.0,"[0.704,54.10300064,8.122379942092376,24.219941096078124,28.8,0.0,2.0]","[0.704,54.10300064,8.122379942092376,24.219941096078124,28.8,0.0,2.0]",5.461946772257984
627,Belarus,1,15,6.278821534962572,0.784,58.77899933,53082941364.0,5583.701855,27.7,8.62760725028754,24.695121458665636,0.0,2.0,"[0.784,58.77899933,8.62760725028754,24.695121458665636,27.7,0.0,2.0]","[0.784,58.77899933,8.62760725028754,24.695121458665636,27.7,0.0,2.0]",4.964686319805728
628,Belarus,1,15,6.474237928243863,0.676,51.25099945,26491948709.0,2642.130343,31.7,7.879340818838846,24.000106701473356,0.0,2.0,"[0.676,51.25099945,7.879340818838846,24.000106701473356,31.7,0.0,2.0]","[0.676,51.25099945,7.879340818838846,24.000106701473356,31.7,0.0,2.0]",6.026423351921692
629,Belarus,1,25,5.1020408163265305,-0.4046333333333332,59.22399902,31230338985.0,3063.600057,38.62148387096775,8.027345992641001,24.164655862649347,0.0,3.0,"[-0.4046333333333332,59.22399902,8.027345992641001,24.164655862649347,38.62148387096775,0.0,3.0]","[-0.4046333333333332,59.22399902,8.027345992641001,24.164655862649347,38.62148387096775,0.0,3.0]",3.0221110474612756
630,Belarus,1,25,5.362249761677789,-0.4046333333333332,57.6225362242226,31609653426.0,3102.331281,38.62148387096775,8.039909133972309,24.176728399051825,0.0,3.0,"[-0.4046333333333332,57.6225362242226,8.039909133972309,24.176728399051825,38.62148387096775,0.0,3.0]","[-0.4046333333333332,57.6225362242226,8.039909133972309,24.176728399051825,38.62148387096775,0.0,3.0]",3.0221110474612756
631,Belarus,1,25,6.16294835449279,-0.4046333333333332,57.51100159,28232226006.0,2763.530345,38.62148387096775,7.924264251853523,24.06372992860046,0.0,3.0,"[-0.4046333333333332,57.51100159,7.924264251853523,24.06372992860046,38.62148387096775,0.0,3.0]","[-0.4046333333333332,57.51100159,7.924264251853523,24.06372992860046,38.62148387096775,0.0,3.0]",3.0221110474612756
632,Belarus,1,25,7.7825497939065515,0.682,52.0019989,28028482646.0,2808.574949,31.2,7.940432498103858,24.056487067443438,0.0,3.0,"[0.682,52.0019989,7.940432498103858,24.056487067443438,31.2,0.0,3.0]","[0.682,52.0019989,7.940432498103858,24.056487067443438,31.2,0.0,3.0]",7.586168225871056
633,Belarus,1,25,7.870905899103419,0.756,57.34999847,48073493773.0,5028.106902,29.6,8.522798830820635,24.595996797155603,0.0,3.0,"[0.756,57.34999847,8.522798830820635,24.595996797155603,29.6,0.0,3.0]","[0.756,57.34999847,8.522798830820635,24.595996797155603,29.6,0.0,3.0]",4.618881734054874
634,Belarus,1,25,8.225571136037958,0.704,54.10300064,33005534487.0,3369.029306,28.8,8.122379942092376,24.219941096078124,0.0,3.0,"[0.704,54.10300064,8.122379942092376,24.219941096078124,28.8,0.0,3.0]","[0.704,54.10300064,8.122379942092376,24.219941096078124,28.8,0.0,3.0]",4.155524489524802
635,Belarus,1,25,8.385064523071506,0.792,59.1629982,57222490769.0,6029.3968,28.6,8.704402251550084,24.7702128533134,0.0,3.0,"[0.792,59.1629982,8.704402251550084,24.7702128533134,28.6,0.0,3.0]","[0.792,59.1629982,8.704402251550084,24.7702128533134,28.6,0.0,3.0]",5.579291053388814
636,Belarus,1,25,9.404669925023077,0.696,53.37900162,30833847252.0,3125.40644,30.3,8.047319614513329,24.15187886029021,0.0,3.0,"[0.696,53.37900162,8.047319614513329,24.15187886029021,30.3,0.0,3.0]","[0.696,53.37900162,8.047319614513329,24.15187886029021,30.3,0.0,3.0]",4.155524489524802
637,Belarus,1,35,7.71578656883142,0.808,60.04999924,61932974221.0,6542.678412,26.6,8.786101903730618,24.849318576272015,0.0,5.0,"[0.808,60.04999924,8.786101903730618,24.849318576272015,26.6,0.0,5.0]","[0.808,60.04999924,8.786101903730618,24.849318576272015,26.6,0.0,5.0]",8.340866091857311
638,Belarus,1,35,9.590955932618433,0.798,59.5,60300321143.0,6365.378053,27.2,8.758628904828601,24.82260326641993,0.0,5.0,"[0.798,59.5,8.758628904828601,24.82260326641993,27.2,0.0,5.0]","[0.798,59.5,8.758628904828601,24.82260326641993,27.2,0.0,5.0]",9.822713994381472
639,Belarus,1,35,10.773405716605563,0.689,52.7120018,29352914216.0,2956.415305,30.6,7.9917327678016745,24.102657670148307,0.0,5.0,"[0.689,52.7120018,7.9917327678016745,24.102657670148307,30.6,0.0,5.0]","[0.689,52.7120018,7.9917327678016745,24.102657670148307,30.6,0.0,5.0]",11.118909954238628
640,Belarus,1,35,11.355620631425946,0.682,52.0019989,28028482646.0,2808.574949,31.2,7.940432498103858,24.056487067443438,0.0,5.0,"[0.682,52.0019989,7.940432498103858,24.056487067443438,31.2,0.0,5.0]","[0.682,52.0019989,7.940432498103858,24.056487067443438,31.2,0.0,5.0]",11.174188391446373
641,Belarus,1,35,11.876322435328646,0.676,51.25099945,26491948709.0,2642.130343,31.7,7.879340818838846,24.000106701473356,0.0,5.0,"[0.676,51.25099945,7.879340818838846,24.000106701473356,31.7,0.0,5.0]","[0.676,51.25099945,7.879340818838846,24.000106701473356,31.7,0.0,5.0]",11.174188391446373
642,Belarus,1,35,11.99022453031923,-0.4046333333333332,57.51100159,28232226006.0,2763.530345,38.62148387096775,7.924264251853523,24.06372992860046,0.0,5.0,"[-0.4046333333333332,57.51100159,7.924264251853523,24.06372992860046,38.62148387096775,0.0,5.0]","[-0.4046333333333332,57.51100159,7.924264251853523,24.06372992860046,38.62148387096775,0.0,5.0]",9.476298369719139
643,Belarus,1,35,12.15052385927052,0.774,58.15200043,52976989869.0,5560.146229,27.8,8.623379687078641,24.69312350281156,0.0,5.0,"[0.774,58.15200043,8.623379687078641,24.69312350281156,27.8,0.0,5.0]","[0.774,58.15200043,8.623379687078641,24.69312350281156,27.8,0.0,5.0]",9.822713994381472
644,Belarus,1,35,13.195876288659795,0.671,50.54000092,25620840352.0,2544.5268,32.0,7.841699978494545,23.966671933501583,0.0,5.0,"[0.671,50.54000092,7.841699978494545,23.966671933501583,32.0,0.0,5.0]","[0.671,50.54000092,7.841699978494545,23.966671933501583,32.0,0.0,5.0]",11.174188391446373
645,Belarus,1,35,13.2815259625574,0.667,48.77199936,23635463450.0,2336.212657,38.62148387096775,7.75628637447937,23.886014109630633,0.0,5.0,"[0.667,48.77199936,7.75628637447937,23.886014109630633,38.62148387096775,0.0,5.0]","[0.667,48.77199936,7.75628637447937,23.886014109630633,38.62148387096775,0.0,5.0]",10.957104166801791
646,Belarus,1,55,14.681751446584334,0.676,51.25099945,26491948709.0,2642.130343,31.7,7.879340818838846,24.000106701473356,0.0,4.0,"[0.676,51.25099945,7.879340818838846,24.000106701473356,31.7,0.0,4.0]","[0.676,51.25099945,7.879340818838846,24.000106701473356,31.7,0.0,4.0]",15.2793975471937
